date,Day Type,Holiday,Moon Calendar,School Events,Rainfall_mm,Max_temp_celsius,Min_temp_celsius,Season,total_passengers,total_adults,total_children,total_fare,no_of_full_fare_tickets,total_C/P_tickets,total_buses,no_of_trips_offline,no_of_MHL_passengers,no_of_city_ordinary_bus,no_of_metro_express_bus,no_of_pallevelug_bus,no_of_other_bus,no_of_metro_delux_bus,no_of_express_bus
2024-11-13,2,0,12,0,1.5658467047369296,28.73347009732811,21.159483852397614,3.0,37980,37623,357,423065,9662,28318,44,408,11461,29,11,0,0,4,0
2024-11-14,3,0,13,0,1.232127216078448,28.432238097799484,21.109253055476188,3.0,32804,32164,640,368280,9022,23782,38,358,9901,22,12,0,0,4,0
2024-11-15,4,0,14,0,0.1224489121470156,29.002327696635973,20.56336219437065,3.0,33632,32612,1020,383235,9885,23747,43,379,9972,31,8,0,0,4,0
2024-11-16,5,1,15,2,0.0074674276448608,28.425373298928207,19.484741639636013,3.0,33478,32720,758,343875,9785,23693,47,426,10335,32,11,0,0,4,0
2024-11-17,6,0,16,2,0.0008523463179699,27.550196213440472,18.63734970546136,3.0,34636,34093,543,386805,10350,24286,46,405,9112,34,8,0,2,4,0
2024-11-18,0,0,17,0,0.00939816123946,27.120605043362104,16.46404756746307,3.0,36621,35775,846,424740,10914,25707,45,397,10644,28,13,0,0,4,0
2024-11-19,1,0,18,0,0.0069215900353469,26.79919031822766,15.861880866586487,3.0,46198,45747,451,491785,12330,33867,50,440,14239,36,10,0,0,4,0
2024-11-20,2,0,19,0,0.0012934207234138,26.691159462000087,15.425485805982248,3.0,36745,36283,462,381680,10779,25966,45,410,11626,30,11,0,0,4,0
2024-11-21,3,0,20,0,0.022897268138422,26.732181560311343,15.27093220055741,3.0,43711,43096,615,405910,11166,32545,50,447,12811,34,12,0,0,4,0
2024-11-22,4,0,21,0,0.008976987221132,26.47819363469813,15.657193694128182,3.0,35796,35483,313,422205,9741,26055,44,408,11075,31,9,0,0,4,0
2024-11-23,5,0,22,2,0.0103622661704605,26.5349798046027,15.81642230781847,3.0,38628,37714,914,371015,10241,28387,40,377,11411,29,7,0,0,4,0
2024-11-24,6,0,23,2,0.0008642672355563,26.45543665020864,15.879456775684332,3.0,36180,35533,647,408005,10536,25644,44,414,10034,31,9,0,0,4,0
2024-11-25,0,0,24,0,0.0137329100766692,26.32118548228982,15.61813354085723,3.0,39580,38895,685,455340,11429,28151,46,406,11796,34,8,0,0,4,0
2024-11-26,1,0,25,0,0.0008583068797918,27.12935197585153,16.082946548865493,3.0,43826,43502,324,451800,11141,32684,49,472,13351,35,11,0,1,4,0
2024-11-27,2,0,26,0,0.0,26.475297979697416,17.126338664452987,3.0,34699,34244,455,357235,8509,26190,43,361,10510,27,13,0,0,4,0
2024-11-28,3,0,27,0,0.0162743343707916,26.11882143621756,16.622535633776238,3.0,43891,43553,338,461350,10857,33034,47,414,13799,32,11,0,0,4,0
2024-11-29,4,0,28,0,0.7757084769181157,27.456303638122503,18.821641717661123,3.0,36827,36585,242,373575,9419,27408,43,380,11087,31,8,0,0,4,0
2024-11-30,5,0,29,2,15.89099790684152,25.63743565174866,20.49111004623728,0.0,36450,35999,451,373800,9729,26721,39,371,11204,26,9,0,0,4,0
2024-12-01,6,0,0,2,29.24399690707208,24.908955522196493,21.54368630795188,0.0,34525,33928,597,412835,9519,25006,46,399,9700,29,13,0,0,4,0
2024-12-02,0,0,1,0,25.49299493887869,26.22728306173581,21.487089192181543,0.0,43409,42621,788,464065,12088,31321,52,477,13043,33,15,0,0,4,0
2024-12-03,1,0,2,0,18.73079546473291,27.43830599177465,21.54960141724871,0.0,49387,48913,474,530400,11869,37518,49,461,15183,34,12,0,0,4,0
2024-12-04,2,0,3,0,21.1934180543792,27.763020057978792,21.369102992827948,0.0,37222,36906,316,356590,9854,27368,42,379,11405,29,9,0,0,4,0
2024-12-05,3,0,4,0,11.946995487682353,28.036344241989127,21.25371053776649,0.0,42677,42362,315,357645,10819,31858,45,398,12038,33,8,0,0,4,0
2024-12-06,4,0,5,0,9.446416685944094,28.81399139071601,20.708050353197564,0.0,45099,44664,435,471085,11464,33635,47,437,13478,34,9,0,0,4,0
2024-12-07,5,0,6,2,34.97438181987044,28.601240569208983,21.19283539525929,0.0,31320,30985,335,349860,9255,22065,35,353,9315,20,11,0,0,4,0
2024-12-08,6,0,7,2,16.9929783549977,26.541148317915315,20.917652975615223,0.0,36975,36417,558,418275,10881,26094,50,456,9764,33,13,0,0,4,0
2024-12-09,0,0,8,0,24.655900463790744,25.85061429632617,19.92572920874403,0.0,28399,27689,710,346188,9188,19211,41,327,7457,28,9,0,0,4,0
2024-12-10,1,0,9,0,2.293990393540385,27.09499805403697,17.86705654023001,0.0,36123,35869,254,364960,10564,25556,47,339,10446,33,10,0,0,4,0
2024-12-11,2,0,10,0,0.0517189840882346,26.38015817602428,16.310525273677854,0.0,37629,36758,871,377365,10498,27129,45,411,11022,33,8,0,0,4,0
2024-12-12,3,0,11,0,0.0222516452481613,26.31377225164493,15.494609441847215,0.0,39596,39243,353,365055,10577,29019,48,427,11705,34,11,0,0,4,0
2024-12-13,4,0,12,0,0.0025736953261912,26.248134423046395,16.28576327985138,0.0,37850,37465,385,349965,9963,27887,46,420,11172,34,9,0,0,4,0
2024-12-14,5,0,13,2,0.009527801466902,26.076308318568465,15.884253864971754,0.0,42389,41888,501,479100,11674,30715,51,477,12623,35,12,0,0,4,0
2024-12-15,6,0,14,2,0.0008702277227712,25.905567298842243,13.300879183505742,0.0,40641,39867,774,456485,11071,29569,48,444,10451,30,14,0,0,4,0
2024-12-16,0,0,15,0,0.0042617320517024,26.18949296251111,12.3363576661842,0.0,46179,45478,701,453575,13204,32975,52,470,12884,36,14,0,1,4,0
2024-12-17,1,0,16,0,0.0073203790016407,26.94899217943015,12.574464530840828,0.0,49074,48677,397,511125,12004,37070,53,460,15294,36,13,0,0,4,0
2024-12-18,2,0,17,0,0.0176311340851498,27.291383756791845,15.315243540471954,0.0,40445,39821,624,453245,10441,30004,44,423,12363,30,11,0,0,4,0
2024-12-19,3,0,18,0,0.5869314318793835,27.72258275582209,16.96392375465871,0.0,47540,47159,381,419260,11550,35990,49,437,14397,36,9,0,0,4,0
2024-12-20,4,0,19,0,3.11008184449752,28.55757541827967,20.96322117188788,0.0,43960,43479,481,426890,10707,33253,47,432,13084,36,8,0,0,4,0
2024-12-21,5,0,20,2,4.610855488466555,28.88090732255728,19.593462825819813,0.0,37442,37051,391,397730,10132,27310,46,450,11663,31,12,0,0,4,0
2024-12-22,6,0,21,2,0.4815794412090208,27.622921156456982,19.20659520353269,0.0,36924,36286,638,414725,9889,27035,43,406,10085,29,10,0,0,4,0
2024-12-23,0,0,22,2,0.0176894545754717,28.379582021620426,19.433021973682685,0.0,47246,46559,687,459510,12569,34677,53,486,13764,36,14,0,0,4,0
2024-12-24,1,3,23,2,1.8840961352548844,26.90155524718012,20.88523232841601,0.0,47195,46337,858,513405,11852,35343,53,491,14226,35,14,0,0,4,0
2024-12-25,2,3,24,2,23.18208122215519,23.78074821737312,20.642242018057857,0.0,31983,31353,630,299475,9413,22570,45,428,8897,30,12,0,0,4,0
2024-12-26,3,3,25,2,23.879832719385643,25.869222145276296,20.673039153515617,0.0,42082,41199,883,401195,11471,30611,48,440,11541,33,11,0,0,4,0
2024-12-27,4,0,26,2,2.203452541395198,26.06072324667236,18.89023255354988,0.0,38303,37777,526,446270,10294,28009,46,436,11019,32,10,0,0,4,0
2024-12-28,5,0,27,2,0.0224876331427615,27.607597445038493,18.09106238065772,0.0,41253,40766,487,423985,11461,29792,44,418,12327,31,9,0,0,4,0
2024-12-29,6,0,28,2,0.0035617009357792,28.14718775509669,17.541298731890265,0.0,38181,37552,629,420590,10467,27714,51,458,10683,36,11,0,1,4,0
2024-12-30,0,0,29,0,0.0017166137595836,28.88495165875088,17.80705176839274,0.0,42471,41829,642,452930,11577,30894,51,487,12682,35,12,0,0,4,0
2024-12-31,1,0,0,0,0.0112200324433586,28.06367523168791,17.33674560812682,0,45675,44714,961,498880,11021,34654,49,463,13991,32,13,0,0,4,0
2025-01-01,2,2,1,2,0.0018830028158979,27.93447335395274,16.862191178568025,0.0,39178,38672,506,393935,10603,28575,49,459,10929,34,11,0,0,4,0
2025-01-02,3,0,2,0,0.0,27.280546297668195,15.82027774334074,0.0,42296,41410,886,470525,11267,31025,44,438,12395,28,12,0,0,4,0
2025-01-03,4,0,3,0,0.0128522499949212,27.838534616167863,14.811688389268229,0.0,48801,48441,360,455350,11227,37572,50,475,14763,34,12,0,1,4,0
2025-01-04,5,0,4,2,0.0008523463179699,28.028823855898224,13.892760903414114,0.0,44719,44333,386,482125,11286,33431,49,460,13619,35,10,0,0,4,0
2025-01-05,6,0,5,2,0.0,27.424477134684764,13.669206055304755,0.0,38117,37543,574,428720,10136,27981,45,424,11239,32,10,0,0,3,0
2025-01-06,0,0,6,0,0.0098998601743005,26.827176875065504,14.933962023693368,0.0,45633,44786,847,455040,11911,33721,44,401,13110,34,7,0,0,3,0
2025-01-07,1,0,7,0,0.0205771501669005,27.789331664036467,15.200804130845428,0.0,51831,51186,645,493715,11285,40545,55,468,15774,37,15,0,0,3,0
2025-01-08,2,0,8,0,0.0132237835828163,26.42748890403061,15.07350597400631,0.0,39833,39523,310,383595,9424,30409,46,415,11862,32,11,0,0,3,0
2025-01-09,3,0,9,0,0.0009182049318821,26.220320811848183,14.276413357759624,0.0,42022,41642,380,396320,10034,31988,46,432,12939,35,8,0,0,3,0
2025-01-10,4,0,10,0,0.0298609927747389,26.29999922986218,16.563990486246098,0.0,40102,39689,413,370050,10336,29766,48,418,12485,39,6,0,0,3,0
2025-01-11,5,3,11,2,0.0076306938701152,26.734863008838204,16.311127953068592,0.0,33658,33019,639,365410,8511,25147,34,299,10452,28,6,0,0,0,0
2025-01-12,6,3,12,2,0.0008523463179699,27.039366929350365,16.978745457746356,0.0,19819,19377,442,212650,5321,14497,25,149,5207,19,6,0,0,0,0
2025-01-13,0,3,13,2,0.0047415493327207,27.843787630857832,16.272896401417086,0.0,29884,29266,618,321705,7697,22185,37,291,8057,26,12,0,0,0,0
2025-01-14,1,3,14,2,0.0282086211939018,27.82955583688056,17.689504604029594,0.0,29837,29225,612,312950,8986,20851,44,382,7727,32,10,0,0,2,0
2025-01-15,2,3,15,2,1.03719011638205,26.58771961761738,17.596808838598577,0.0,22668,22232,436,313560,7475,15193,30,254,6317,21,6,0,0,3,0
2025-01-16,3,0,16,2,0.3312308832124909,26.998581923688448,17.12214922561094,0.0,32738,32050,688,351655,9388,23349,39,325,9708,27,10,0,0,3,0
2025-01-17,4,0,17,2,0.0968283765102541,27.35537515558866,17.471237514077927,0.0,38197,37584,613,425020,10368,27828,47,405,11833,34,9,0,2,4,0
2025-01-18,5,0,18,2,0.1733573252361204,26.88781072471312,16.682577479015094,0.0,37836,37023,813,441335,10501,27335,44,401,11507,33,7,0,0,4,0
2025-01-19,6,0,19,2,0.01483046675197,28.28168547937298,16.263541321340824,0.0,38770,37766,1004,436295,10531,28239,41,396,10505,26,11,0,0,4,0
2025-01-20,0,0,20,0,0.001281499748984,28.395274811578872,15.08959189054383,0.0,42924,42230,694,484235,12016,30908,45,407,12683,29,13,0,0,4,0
2025-01-21,1,0,21,0,0.0244251323806565,29.37957307659468,14.511211168641353,0.0,40360,39979,381,450565,9917,30442,37,362,12094,25,9,0,0,4,0
2025-01-22,2,0,22,0,0.0231366180969416,29.84608744402567,15.044590283225943,0.0,36928,36583,345,389365,9814,27114,40,355,11445,27,9,0,0,4,0
2025-01-23,3,0,23,0,0.0129449951349395,28.661985221024054,15.757376115938598,0.0,38556,38115,441,354600,10494,28058,42,372,12092,31,7,0,1,4,0
2025-01-24,4,0,24,0,0.0201801235210367,29.188585285628733,15.751462723941756,0.0,40338,39814,524,409725,9905,30431,45,423,12803,33,8,0,0,4,0
2025-01-25,5,0,25,2,0.0017105875544123,30.08606143810601,15.11268744560948,0.0,31401,31122,279,328250,8758,22643,34,333,9623,24,6,0,0,4,0
2025-01-26,6,2,26,2,0.006872414985537,30.167514547203268,16.280209315877357,0.0,36457,35819,638,387670,9847,26609,49,434,10709,32,14,0,0,4,0
2025-01-27,0,0,27,0,0.0086620431716255,30.159595816794365,16.408165790626413,0.0,27716,27428,288,361165,8347,19369,32,312,8087,21,7,0,1,4,0
2025-01-28,1,1,28,0,0.018521096421864,30.105035536937464,16.5771636694667,0.0,29699,29475,224,317030,7327,22372,29,283,9038,19,6,0,0,4,0
2025-01-29,2,0,0,0,0.0099506627293521,29.370969618051618,17.351169816966433,0.0,20972,20754,218,246970,5843,15128,23,236,6075,16,3,0,0,4,0
2025-01-30,3,0,1,0,0.0064836549427127,29.91479723119397,16.996693303006793,0.0,18136,17966,170,170085,5220,12916,25,231,5613,15,6,0,0,4,0
2025-01-31,4,0,2,0,0.0038444990764219,31.06558100966862,17.321515195707207,0.0,18438,18262,176,163370,5438,13000,23,223,5416,15,5,0,0,4,0
